symbol,date,price
AMZN,2000/1/1,64.56
AMZN,2000/2/1,68.87
AMZN,2000/3/1,67
AMZN,2000/4/1,55.19
AMZN,2000/5/1,48.31
AMZN,2000/6/1,36.31
AMZN,2000/7/1,30.12
AMZN,2000/8/1,41.5
AMZN,2000/9/1,38.44
AMZN,2000/10/1,36.62
AMZN,2000/11/1,24.69
AMZN,2000/12/1,15.56
AMZN,2001/1/1,17.31
AMZN,2001/2/1,10.19
AMZN,2001/3/1,10.23
AMZN,2001/4/1,15.78
AMZN,2001/5/1,16.69
AMZN,2001/6/1,14.15
AMZN,2001/7/1,12.49
AMZN,2001/8/1,8.94
AMZN,2001/9/1,5.97
AMZN,2001/10/1,6.98
AMZN,2001/11/1,11.32
AMZN,2001/12/1,10.82
AMZN,2002/1/1,14.19
AMZN,2002/2/1,14.1
AMZN,2002/3/1,14.3
AMZN,2002/4/1,16.69
AMZN,2002/5/1,18.23
AMZN,2002/6/1,16.25
AMZN,2002/7/1,14.45
AMZN,2002/8/1,14.94
AMZN,2002/9/1,15.93
AMZN,2002/10/1,19.36
AMZN,2002/11/1,23.35
AMZN,2002/12/1,18.89
AMZN,2003/1/1,21.85
AMZN,2003/2/1,22.01
AMZN,2003/3/1,26.03
AMZN,2003/4/1,28.69
AMZN,2003/5/1,35.89
AMZN,2003/6/1,36.32
AMZN,2003/7/1,41.64
AMZN,2003/8/1,46.32
AMZN,2003/9/1,48.43
AMZN,2003/10/1,54.43
AMZN,2003/11/1,53.97
AMZN,2003/12/1,52.62
AMZN,2004/1/1,50.4
AMZN,2004/2/1,43.01
AMZN,2004/3/1,43.28
AMZN,2004/4/1,43.6
AMZN,2004/5/1,48.5
AMZN,2004/6/1,54.4
AMZN,2004/7/1,38.92
AMZN,2004/8/1,38.14
AMZN,2004/9/1,40.86
AMZN,2004/10/1,34.13
AMZN,2004/11/1,39.68
AMZN,2004/12/1,44.29
AMZN,2005/1/1,43.22
AMZN,2005/2/1,35.18
AMZN,2005/3/1,34.27
AMZN,2005/4/1,32.36
AMZN,2005/5/1,35.51
AMZN,2005/6/1,33.09
AMZN,2005/7/1,45.15
AMZN,2005/8/1,42.7
AMZN,2005/9/1,45.3
AMZN,2005/10/1,39.86
AMZN,2005/11/1,48.46
AMZN,2005/12/1,47.15
AMZN,2006/1/1,44.82
AMZN,2006/2/1,37.44
AMZN,2006/3/1,36.53
AMZN,2006/4/1,35.21
AMZN,2006/5/1,34.61
AMZN,2006/6/1,38.68
AMZN,2006/7/1,26.89
AMZN,2006/8/1,30.83
AMZN,2006/9/1,32.12
AMZN,2006/10/1,38.09
AMZN,2006/11/1,40.34
AMZN,2006/12/1,39.46
AMZN,2007/1/1,37.67
AMZN,2007/2/1,39.14
AMZN,2007/3/1,39.79
AMZN,2007/4/1,61.33
AMZN,2007/5/1,69.14
AMZN,2007/6/1,68.41
AMZN,2007/7/1,78.54
AMZN,2007/8/1,79.91
AMZN,2007/9/1,93.15
AMZN,2007/10/1,89.15
AMZN,2007/11/1,90.56
AMZN,2007/12/1,92.64
AMZN,2008/1/1,77.7
AMZN,2008/2/1,64.47
AMZN,2008/3/1,71.3
AMZN,2008/4/1,78.63
AMZN,2008/5/1,81.62
AMZN,2008/6/1,73.33
AMZN,2008/7/1,76.34
AMZN,2008/8/1,80.81
AMZN,2008/9/1,72.76
AMZN,2008/10/1,57.24
AMZN,2008/11/1,42.7
AMZN,2008/12/1,51.28
AMZN,2009/1/1,58.82
AMZN,2009/2/1,64.79
AMZN,2009/3/1,73.44
AMZN,2009/4/1,80.52
AMZN,2009/5/1,77.99
AMZN,2009/6/1,83.66
AMZN,2009/7/1,85.76
AMZN,2009/8/1,81.19
AMZN,2009/9/1,93.36
AMZN,2009/10/1,118.81
AMZN,2009/11/1,135.91
AMZN,2009/12/1,134.52
AMZN,2010/1/1,125.41
AMZN,2010/2/1,118.4
AMZN,2010/3/1,128.82
GOOG,2004/8/1,102.37
GOOG,2004/9/1,129.6
GOOG,2004/10/1,190.64
GOOG,2004/11/1,181.98
GOOG,2004/12/1,192.79
GOOG,2005/1/1,195.62
GOOG,2005/2/1,187.99
GOOG,2005/3/1,180.51
GOOG,2005/4/1,220
GOOG,2005/5/1,277.27
GOOG,2005/6/1,294.15
GOOG,2005/7/1,287.76
GOOG,2005/8/1,286
GOOG,2005/9/1,316.46
GOOG,2005/10/1,372.14
GOOG,2005/11/1,404.91
GOOG,2005/12/1,414.86
GOOG,2006/1/1,432.66
GOOG,2006/2/1,362.62
GOOG,2006/3/1,390
GOOG,2006/4/1,417.94
GOOG,2006/5/1,371.82
GOOG,2006/6/1,419.33
GOOG,2006/7/1,386.6
GOOG,2006/8/1,378.53
GOOG,2006/9/1,401.9
GOOG,2006/10/1,476.39
GOOG,2006/11/1,484.81
GOOG,2006/12/1,460.48
GOOG,2007/1/1,501.5
GOOG,2007/2/1,449.45
GOOG,2007/3/1,458.16
GOOG,2007/4/1,471.38
GOOG,2007/5/1,497.91
GOOG,2007/6/1,522.7
GOOG,2007/7/1,510
GOOG,2007/8/1,515.25
GOOG,2007/9/1,567.27
GOOG,2007/10/1,707
GOOG,2007/11/1,693
GOOG,2007/12/1,691.48
GOOG,2008/1/1,564.3
GOOG,2008/2/1,471.18
GOOG,2008/3/1,440.47
GOOG,2008/4/1,574.29
GOOG,2008/5/1,585.8
GOOG,2008/6/1,526.42
